id,sample,metric,es,n1,n2,direction,n,r,x,y,x_var,y_var,x_rank,y_rank,x_name,y_name,x_text,y_text,source,note,t1,t2,r_ab,r_bc,r_ac,country,region,continent,ingroup,outgroup,study_setting,study_design,study_sample,age,study_intention,publication_status,ic_direct,pi_specific,pi_personal,cultural_distance_to_usa,political_distance_to_usa,political_participation_distance_to_usa,group_membership_distance_to_usa
856,1,r,1,NA,NA,NA,187,1,oa,oa,oa,oa,1,1,Outgroup attitudes,Outgroup attitudes,"Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.","Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,0.262,NA,NA,NA,187,0.262,oa,pc,oa,ic,1,2,Outgroup attitudes,Contact quality / Positive contact,"Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.","Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,0.014,NA,NA,NA,187,0.014,oa,ps,oa,ps,1,1,Outgroup attitudes,Policy support,"Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.","Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,0.215,NA,NA,NA,187,0.215,pc,cq,ic,ic,2,4,Contact quality / Positive contact,Contact quantity,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.","Frequency of outgroup contact was measured as contact with Macedonians for the Roma sample and contact with Roma for the non‐Roma sample. Participants indicated on a scale from 0 (never) to 6 (every day) how often they actively interacted with Macedonians and the Roma in four different settings: at school; in the neighbourhood; at clubs, associations, and courses outside of school; and on the Internet. The four items formed a reliable scale for the Roma (α = .75) and the non‐Roma (α = .84).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,Directly,NA,NA,"NA","NA","NA","NA"
856,1,r,0.191,NA,NA,NA,187,0.191,pc,ld,ic,pi,2,2,Contact quality / Positive contact,(Il-)legitimacy of discrimination,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.","Participants indicated their level of agreement (7‐point scales) with several reasons that may have contributed to the lower social status of Roma compared to other ethnic groups in Macedonia: “Because people from other groups treat the Roma unfairly,” “Because most people are prejudiced towards the Roma,” and “Because the government does not do enough to improve their status.” A higher score means higher perceived injustice (Roma sample: α = .79; non‐Roma sample: α = .86).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,Directly,General,Group,"NA","NA","NA","NA"
856,1,r,0.262,NA,NA,NA,187,0.262,pc,oa,ic,oa,2,1,Contact quality / Positive contact,Outgroup attitudes,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.","Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,Directly,NA,NA,"NA","NA","NA","NA"
856,1,r,1,NA,NA,NA,187,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.","Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,Directly,NA,NA,"NA","NA","NA","NA"
856,1,r,0.059,NA,NA,NA,187,0.059,pc,ps,ic,ps,2,1,Contact quality / Positive contact,Policy support,"Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.","Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,Directly,NA,NA,"NA","NA","NA","NA"
856,1,r,-0.089,NA,NA,NA,187,-0.089,ps,cq,ps,ic,1,4,Policy support,Contact quantity,"Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).","Frequency of outgroup contact was measured as contact with Macedonians for the Roma sample and contact with Roma for the non‐Roma sample. Participants indicated on a scale from 0 (never) to 6 (every day) how often they actively interacted with Macedonians and the Roma in four different settings: at school; in the neighbourhood; at clubs, associations, and courses outside of school; and on the Internet. The four items formed a reliable scale for the Roma (α = .75) and the non‐Roma (α = .84).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,-0.001,NA,NA,NA,187,-0.001,ps,ld,ps,pi,1,2,Policy support,(Il-)legitimacy of discrimination,"Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).","Participants indicated their level of agreement (7‐point scales) with several reasons that may have contributed to the lower social status of Roma compared to other ethnic groups in Macedonia: “Because people from other groups treat the Roma unfairly,” “Because most people are prejudiced towards the Roma,” and “Because the government does not do enough to improve their status.” A higher score means higher perceived injustice (Roma sample: α = .79; non‐Roma sample: α = .86).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,General,Group,"NA","NA","NA","NA"
856,1,r,0.014,NA,NA,NA,187,0.014,ps,oa,ps,oa,1,1,Policy support,Outgroup attitudes,"Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).","Feelings towards Macedonians for the Roma sample and feelings towards Roma for the non‐Roma sample were measured using feeling thermometers. Participants indicated how they felt towards the out‐group on a scale ranging from −50° to 50° (with 10° increments), with 0° serving as a neutral point (i.e., neither negative nor positive feelings). The scale was recoded to range from 0 to 10, where higher scores indicated more positive feelings.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,0.059,NA,NA,NA,187,0.059,ps,pc,ps,ic,1,2,Policy support,Contact quality / Positive contact,"Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).","Quality of outgroup contact was measured with single items referring to the two target out‐groups: “How would you describe your contact with Roma/Macedonians?” on a scale ranging from 1 (always negative) to 7 (always positive). As questions about quality were only asked to participants who did have intergroup contact, analyses using this measure rely on substantially smaller samples: Roma N = 167; non‐Roma N = 382 (173 Macedonians, 104 Albanians, and 105 Turks). For this reason, we primarily focus on quantity of contact and consider quality of contact in an additional analysis.",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
856,1,r,1,NA,NA,NA,187,1,ps,ps,ps,ps,1,1,Policy support,Policy support,"Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).","Respondents were given a short introduction and eight items about ways of achieving greater political and social participation of Roma in Macedonian society: “The EU and other transnational organizations often state that in order for Roma in Macedonia to have equal status as all other ethnic groups, it is important that they are empowered in specific ways. How can this be achieved? Below is a set of statements indicating higher social and political participation of Roma. In your opinion, how important is it that Roma have the following?: ‘At least one Roma minister in the government’, ‘Roma representatives in the government’, ‘A Roma mayor in the municipalities with a Roma majority’, ‘Roma employees in public administration’, ‘Roma employees in the police’, ‘Roma teachers’, ‘Roma doctors’, and ‘More Roma university graduates’.” Answer categories ranged from 1 (not important at all) to 7 (absolutely essential). For both Roma and non‐Roma participants, the items were internally consistent (Cronbach's α = .94 and .95).",text,NA,NA,NA,NA,NA,NA,Macedonia,Europe & Central Asia,Europe,Roma,Macedonians,Other,"observational, cross-sectional","convenience sample, students (no random sampling)","Adolescents
(13 - 18 years)",Yes,published,NA,NA,NA,"NA","NA","NA","NA"
893,1,r,1,NA,NA,NA,410,1,gi,gi,gi,gi,1,1,Group identificaiton,Group identificaiton,"Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.","Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.",text,NA,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,-0.129,NA,NA,NA,410,-0.129,gi,oc,gi,ic,1,5,Group identificaiton,Opportunity for contact,"Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.","Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.",text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,0.06,NA,NA,NA,410,0.06,gi,pi,gi,pi,1,2,Group identificaiton,Perceived injustice (other),"Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.","Perceived Discrimination/Inequality Against the In-group:Three Likert scale items were included as indicators of perceived discrimination/ inequality. These required respondents to indicate their level of satisfaction with: 1) the way jobs are distributed between the two main communities in Northern Ireland. 2) the way political power is distributed. 3) the relative standard of living of one’s in-group relative to the out-group. Once more, items were summated in a single scale where a high score indicated high expressed dissatisfaction or high perceived discrimination/inequality.",text,NA,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,NA,General,Group,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,-0.129,NA,NA,NA,410,-0.129,oc,gi,ic,gi,5,1,Opportunity for contact,Group identificaiton,"Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.","Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.",text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,Indirectly,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,1,NA,NA,NA,410,1,oc,oc,ic,ic,5,5,Opportunity for contact,Opportunity for contact,"Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.","Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.",text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,Indirectly,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,0.067,NA,NA,NA,410,0.067,oc,pi,ic,pi,5,2,Opportunity for contact,Perceived injustice (other),"Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.","Perceived Discrimination/Inequality Against the In-group:Three Likert scale items were included as indicators of perceived discrimination/ inequality. These required respondents to indicate their level of satisfaction with: 1) the way jobs are distributed between the two main communities in Northern Ireland. 2) the way political power is distributed. 3) the relative standard of living of one’s in-group relative to the out-group. Once more, items were summated in a single scale where a high score indicated high expressed dissatisfaction or high perceived discrimination/inequality.",text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,Indirectly,General,Group,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,0.06,NA,NA,NA,410,0.06,pi,gi,pi,gi,2,1,Perceived injustice (other),Group identificaiton,"Perceived Discrimination/Inequality Against the In-group:Three Likert scale items were included as indicators of perceived discrimination/ inequality. These required respondents to indicate their level of satisfaction with: 1) the way jobs are distributed between the two main communities in Northern Ireland. 2) the way political power is distributed. 3) the relative standard of living of one’s in-group relative to the out-group. Once more, items were summated in a single scale where a high score indicated high expressed dissatisfaction or high perceived discrimination/inequality.","Ingroup identification was assessed using five items from the Group Identification Scale (Brown et al., 1986). Each item was responded to on a five-point Likert scale. An example item is: “Would you say you are a person who: 1) considers the Catholic/Protestant community important? 2) identifies with the Catholic/Protestant community? 3) feels strong ties with the Catholic/Protestant community? 4) glad to belong to the Catholic/Protestant community? 5) sees himself/herself as belonging to the Catholic/Protestant community? Again, Likert responses to items were summated in an overall religious community identification scale where a high score was indicative of high levels of in-group identification.",text,NA,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
893,1,r,0.067,NA,NA,NA,410,0.067,pi,oc,pi,ic,2,5,Perceived injustice (other),Opportunity for contact,"Perceived Discrimination/Inequality Against the In-group:Three Likert scale items were included as indicators of perceived discrimination/ inequality. These required respondents to indicate their level of satisfaction with: 1) the way jobs are distributed between the two main communities in Northern Ireland. 2) the way political power is distributed. 3) the relative standard of living of one’s in-group relative to the out-group. Once more, items were summated in a single scale where a high score indicated high expressed dissatisfaction or high perceived discrimination/inequality.","Perceived ingroup density was assessed by measuring perceptions of the degree of out-group clustering in the participant’s neighbourhood. The questions were: 1) How many of your close neighbours are of a different religion to you / are from the other community? 2) In the area where you live, how many of the people do you think are of a different religion to you? / from the other community? 3) How often do you see members of the other community in this area? In addition, respondents were asked to guess the percentage of Protestants and Catholics living in their local area. This was measured on a continuous scale (range 0- 100%). Responses were then categorised as 0-25%, 26-50%, 51-75%, and 76-100%. Following confirmatory factor analysis using LISREL 8.7, all four items were treated as ordinal and summated to form a quasi-interval perceived ethnic density score where a high score indicated a high level of in-group density.",text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,Catholics,Protestants,Religion,"observational, cross-sectional",probability or representative sample,"Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
