id,sample,metric,es,x,y,source,note,n1,n2,t1,t2,direction,x_name,y_name
336,1,r,0.11,rd,pd,text,NA,NA,NA,NA,NA,NA,Relative deprivation,Personal discrimination
336,1,r,0.67,rd,pi,text,NA,NA,NA,NA,NA,NA,Relative deprivation,Perceived injustice (other)
336,1,r,1,rd,rd,text,NA,NA,NA,NA,NA,NA,Relative deprivation,Relative deprivation
401,1,r,1,cq,cq,author,NA,NA,NA,1,1,NA,Contact quantity,Contact quantity
401,1,r,1,cq,cq,author,NA,NA,NA,2,2,NA,Contact quantity,Contact quantity
401,1,r,1,cq,cq,author,NA,NA,NA,3,3,NA,Contact quantity,Contact quantity
401,1,r,0.702,cq,cq,author,NA,NA,NA,1,2,NA,Contact quantity,Contact quantity
401,1,r,0.69,cq,cq,author,NA,NA,NA,1,3,NA,Contact quantity,Contact quantity
401,1,r,0.706,cq,cq,author,NA,NA,NA,2,3,NA,Contact quantity,Contact quantity
401,1,r,-0.102,cq,rd,author,NA,NA,NA,1,1,NA,Contact quantity,Relative deprivation
401,1,r,-0.13,cq,rd,author,NA,NA,NA,2,2,NA,Contact quantity,Relative deprivation
401,1,r,0.002,cq,rd,author,NA,NA,NA,3,3,NA,Contact quantity,Relative deprivation
401,1,r,-0.06,cq,rd,author,NA,NA,NA,1,2,NA,Contact quantity,Relative deprivation
401,1,r,-0.041,cq,rd,author,NA,NA,NA,1,3,NA,Contact quantity,Relative deprivation
401,1,r,-0.055,cq,rd,author,NA,NA,NA,2,3,NA,Contact quantity,Relative deprivation
401,1,r,-0.102,rd,cq,author,NA,NA,NA,1,1,NA,Relative deprivation,Contact quantity
401,1,r,-0.13,rd,cq,author,NA,NA,NA,2,2,NA,Relative deprivation,Contact quantity
401,1,r,0.002,rd,cq,author,NA,NA,NA,3,3,NA,Relative deprivation,Contact quantity
401,1,r,-0.12,rd,cq,author,NA,NA,NA,1,2,NA,Relative deprivation,Contact quantity
401,1,r,-0.012,rd,cq,author,NA,NA,NA,1,3,NA,Relative deprivation,Contact quantity
401,1,r,0.002,rd,cq,author,NA,NA,NA,2,3,NA,Relative deprivation,Contact quantity
401,1,r,1,rd,rd,author,NA,NA,NA,1,1,NA,Relative deprivation,Relative deprivation
401,1,r,1,rd,rd,author,NA,NA,NA,2,2,NA,Relative deprivation,Relative deprivation
401,1,r,1,rd,rd,author,NA,NA,NA,3,3,NA,Relative deprivation,Relative deprivation
401,1,r,0.512,rd,rd,author,NA,NA,NA,1,2,NA,Relative deprivation,Relative deprivation
401,1,r,0.444,rd,rd,author,NA,NA,NA,1,3,NA,Relative deprivation,Relative deprivation
401,1,r,0.475,rd,rd,author,NA,NA,NA,2,3,NA,Relative deprivation,Relative deprivation
414,1,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Collective action
414,1,r,0.31,ca,cf,text,NA,NA,NA,NA,NA,NA,Collective action,Cross-group friendship
414,1,r,0.19,ca,oa,text,NA,NA,NA,NA,NA,NA,Collective action,Outgroup attitudes
414,1,r,0.31,cf,ca,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Collective action
414,1,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
414,1,r,0.25,cf,oa,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Outgroup attitudes
414,1,r,0.19,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Collective action
414,1,r,0.25,oa,cf,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Cross-group friendship
414,1,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
423,1,r,1,cq,cq,author,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
423,1,r,0.19,cq,gd,author,NA,NA,NA,NA,NA,NA,Contact quantity,Group discrimination
423,1,r,0.19,gd,cq,author,NA,NA,NA,NA,NA,NA,Group discrimination,Contact quantity
423,1,r,1,gd,gd,author,NA,NA,NA,NA,NA,NA,Group discrimination,Group discrimination
423,2,r,1,cq,cq,author,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
423,2,r,-0.003,cq,gd,author,NA,NA,NA,NA,NA,NA,Contact quantity,Group discrimination
423,2,r,-0.003,gd,cq,author,NA,NA,NA,NA,NA,NA,Group discrimination,Contact quantity
423,2,r,1,gd,gd,author,NA,NA,NA,NA,NA,NA,Group discrimination,Group discrimination
423,3,r,1,cq,cq,author,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
423,3,r,-0.08,cq,gd,author,NA,NA,NA,NA,NA,NA,Contact quantity,Group discrimination
423,3,r,-0.08,gd,cq,author,NA,NA,NA,NA,NA,NA,Group discrimination,Contact quantity
423,3,r,1,gd,gd,author,NA,NA,NA,NA,NA,NA,Group discrimination,Group discrimination
480,1,r,1,gi,gi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group identificaiton
480,1,r,0.23,gi,pc,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Contact quality / Positive contact
480,1,r,0.13,gi,pd,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Personal discrimination
480,1,r,0.23,pc,gi,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Group identificaiton
480,1,r,1,pc,pc,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Contact quality / Positive contact
480,1,r,-0.11,pc,pd,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Personal discrimination
480,1,r,0.13,pd,gi,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Group identificaiton
480,1,r,-0.11,pd,pc,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Contact quality / Positive contact
480,1,r,1,pd,pd,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
609,1,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
609,1,r,-0.32,cf,pd,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Personal discrimination
609,1,r,-0.32,pd,cf,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Cross-group friendship
609,1,r,1,pd,pd,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
703,1,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
703,1,r,0.04,cf,pi,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Perceived injustice (other)
703,1,r,1,in,in,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Ingroup contact
703,1,r,0.275,in,pi,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Perceived injustice (other)
703,1,r,0.04,pi,cf,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Cross-group friendship
703,1,r,0.275,pi,in,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Ingroup contact
703,1,r,1,pi,pi,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Perceived injustice (other)
733,1,r,1,ic,ic,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Intergroup contact (other)
733,1,r,0.21,ic,in,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Ingroup contact
733,1,r,-0.38,ic,pd,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Personal discrimination
733,1,r,0.21,in,ic,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Intergroup contact (other)
733,1,r,1,in,in,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Ingroup contact
733,1,r,-0.35,in,pd,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Personal discrimination
733,1,r,-0.38,pd,ic,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Intergroup contact (other)
733,1,r,-0.35,pd,in,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Ingroup contact
733,1,r,1,pd,pd,text,NA,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
783,1,r,1,cq,cq,data,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
783,1,r,0.0152,cq,pd,data,NA,NA,NA,NA,NA,NA,Contact quantity,Personal discrimination
783,1,r,0.0152,pd,cq,data,NA,NA,NA,NA,NA,NA,Personal discrimination,Contact quantity
783,1,r,1,pd,pd,data,NA,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
783,2,r,1,cq,cq,data,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
783,2,r,-0.0297,cq,pd,data,NA,NA,NA,NA,NA,NA,Contact quantity,Personal discrimination
783,2,r,-0.0297,pd,cq,data,NA,NA,NA,NA,NA,NA,Personal discrimination,Contact quantity
783,2,r,1,pd,pd,data,NA,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
789,1,d,0.0844564240790664,ic,gd,text,"quasi-experimental pre-post design, outcome reversed to measure perceived inequality",162,119,NA,NA,NA,Intergroup contact (other),Group discrimination
789,1,d,0.253174853174853,ic,pi,text,quasi-experimental pre-post design,162,119,NA,NA,NA,Intergroup contact (other),Perceived injustice (other)
803,1,r,1,cq,cq,text,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
803,1,r,-0.125,cq,ld,text,NA,NA,NA,NA,NA,NA,Contact quantity,(Il-)legitimacy of discrimination
803,1,r,1,in,in,text,NA,NA,NA,NA,NA,NA,Ingroup contact,Ingroup contact
803,1,r,0.085,in,ld,text,NA,NA,NA,NA,NA,NA,Ingroup contact,(Il-)legitimacy of discrimination
803,1,r,-0.125,ld,cq,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Contact quantity
803,1,r,0.085,ld,in,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Ingroup contact
803,1,r,1,ld,ld,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,(Il-)legitimacy of discrimination
813,2,r,1,ic,ic,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Intergroup contact (other)
813,2,r,-0.22,ic,ld,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),(Il-)legitimacy of discrimination
813,2,r,0.31,ic,oa,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Outgroup attitudes
813,2,r,0.03,ic,ps,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Policy support
813,2,r,-0.03,ic,ps,text,NA,NA,NA,NA,NA,NA,Intergroup contact (other),Policy support
813,2,r,-0.22,ld,ic,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Intergroup contact (other)
813,2,r,1,ld,ld,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,(Il-)legitimacy of discrimination
813,2,r,-0.15,ld,oa,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Outgroup attitudes
813,2,r,0.21,ld,ps,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Policy support
813,2,r,0.31,oa,ic,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Intergroup contact (other)
813,2,r,-0.15,oa,ld,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,(Il-)legitimacy of discrimination
813,2,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
813,2,r,0.03,oa,ps,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Policy support
813,2,r,-0.03,ps,ic,text,NA,NA,NA,NA,NA,NA,Policy support,Intergroup contact (other)
813,2,r,0.03,ps,ic,text,NA,NA,NA,NA,NA,NA,Policy support,Intergroup contact (other)
813,2,r,0.21,ps,ld,text,NA,NA,NA,NA,NA,NA,Policy support,(Il-)legitimacy of discrimination
813,2,r,0.03,ps,oa,text,NA,NA,NA,NA,NA,NA,Policy support,Outgroup attitudes
813,2,r,1,ps,ps,text,NA,NA,NA,NA,NA,NA,Policy support,Policy support
823,1,r,1,cq,cq,text,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
823,1,r,-0.148,cq,pd,text,outcome reversed to reflect more discrimination,NA,NA,NA,NA,NA,Contact quantity,Personal discrimination
823,1,r,-0.148,pd,cq,text,outcome reversed to reflect more discrimination,NA,NA,NA,NA,NA,Personal discrimination,Contact quantity
823,1,r,1,pd,pd,text,outcome reversed to reflect more discrimination,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
829,1,r,1,cq,cq,author,predictor reversed to make other-group contact,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
829,1,r,0.029,cq,pd,author,predictor reversed to make other-group contact,NA,NA,NA,NA,NA,Contact quantity,Personal discrimination
829,1,r,0.029,pd,cq,author,predictor reversed to make other-group contact,NA,NA,NA,NA,NA,Personal discrimination,Contact quantity
829,1,r,1,pd,pd,author,predictor reversed to make other-group contact,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
830,1,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
830,1,r,-0.032,cf,pi,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Perceived injustice (other)
830,1,r,-0.032,pi,cf,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Cross-group friendship
830,1,r,1,pi,pi,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Perceived injustice (other)
830,2,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
830,2,r,-0.077,cf,pd,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Cross-group friendship,Personal discrimination
830,2,r,-0.077,pd,cf,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Personal discrimination,Cross-group friendship
830,2,r,1,pd,pd,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
830,3,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
830,3,r,0.089,cf,pd,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Cross-group friendship,Personal discrimination
830,3,r,0.089,pd,cf,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Personal discrimination,Cross-group friendship
830,3,r,1,pd,pd,text,predictor reversed to reflect outgroup contact,NA,NA,NA,NA,NA,Personal discrimination,Personal discrimination
856,1,r,1,cq,cq,text,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quantity
856,1,r,-0.034,cq,ld,text,NA,NA,NA,NA,NA,NA,Contact quantity,(Il-)legitimacy of discrimination
856,1,r,-0.037,cq,oa,text,NA,NA,NA,NA,NA,NA,Contact quantity,Outgroup attitudes
856,1,r,0.215,cq,pc,text,NA,NA,NA,NA,NA,NA,Contact quantity,Contact quality / Positive contact
856,1,r,-0.089,cq,ps,text,NA,NA,NA,NA,NA,NA,Contact quantity,Policy support
856,1,r,-0.034,ld,cq,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Contact quantity
856,1,r,1,ld,ld,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,(Il-)legitimacy of discrimination
856,1,r,0.139,ld,oa,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Outgroup attitudes
856,1,r,0.191,ld,pc,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Contact quality / Positive contact
856,1,r,-0.001,ld,ps,text,NA,NA,NA,NA,NA,NA,(Il-)legitimacy of discrimination,Policy support
856,1,r,-0.037,oa,cq,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Contact quantity
856,1,r,0.139,oa,ld,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,(Il-)legitimacy of discrimination
856,1,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
856,1,r,0.262,oa,pc,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Contact quality / Positive contact
856,1,r,0.014,oa,ps,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Policy support
856,1,r,0.215,pc,cq,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Contact quantity
856,1,r,0.191,pc,ld,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,(Il-)legitimacy of discrimination
856,1,r,0.262,pc,oa,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Outgroup attitudes
856,1,r,1,pc,pc,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Contact quality / Positive contact
856,1,r,0.059,pc,ps,text,NA,NA,NA,NA,NA,NA,Contact quality / Positive contact,Policy support
856,1,r,-0.089,ps,cq,text,NA,NA,NA,NA,NA,NA,Policy support,Contact quantity
856,1,r,-0.001,ps,ld,text,NA,NA,NA,NA,NA,NA,Policy support,(Il-)legitimacy of discrimination
856,1,r,0.014,ps,oa,text,NA,NA,NA,NA,NA,NA,Policy support,Outgroup attitudes
856,1,r,0.059,ps,pc,text,NA,NA,NA,NA,NA,NA,Policy support,Contact quality / Positive contact
856,1,r,1,ps,ps,text,NA,NA,NA,NA,NA,NA,Policy support,Policy support
893,1,r,1,gi,gi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group identificaiton
893,1,r,-0.129,gi,oc,text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,Group identificaiton,Opportunity for contact
893,1,r,0.06,gi,pi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Perceived injustice (other)
893,1,r,-0.129,oc,gi,text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,Opportunity for contact,Group identificaiton
893,1,r,1,oc,oc,text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,Opportunity for contact,Opportunity for contact
893,1,r,0.067,oc,pi,text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,Opportunity for contact,Perceived injustice (other)
893,1,r,0.06,pi,gi,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Group identificaiton
893,1,r,0.067,pi,oc,text,predictor reversed to reflect perceived outgroup contact,NA,NA,NA,NA,NA,Perceived injustice (other),Opportunity for contact
893,1,r,1,pi,pi,text,NA,NA,NA,NA,NA,NA,Perceived injustice (other),Perceived injustice (other)
894,1,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Collective action
894,1,r,0.3,ca,gi,text,NA,NA,NA,NA,NA,NA,Collective action,Group identificaiton
894,1,r,0.16,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Non-normative CA
894,1,r,-0.06,ca,oa,text,NA,NA,NA,NA,NA,NA,Collective action,Outgroup attitudes
894,1,r,-0.15,ca,oc,text,NA,NA,NA,NA,NA,NA,Collective action,Opportunity for contact
894,1,r,0.3,gi,ca,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Collective action
894,1,r,1,gi,gi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group identificaiton
894,1,r,0.07,gi,ca,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Non-normative CA
894,1,r,-0.28,gi,oa,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Outgroup attitudes
894,1,r,-0.36,gi,oc,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Opportunity for contact
894,1,r,0.16,ca,ca,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Collective action
894,1,r,0.07,ca,gi,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Group identificaiton
894,1,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Non-normative CA
894,1,r,-0.12,ca,oa,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Outgroup attitudes
894,1,r,-0.1,ca,oc,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Opportunity for contact
894,1,r,-0.06,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Collective action
894,1,r,-0.28,oa,gi,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Group identificaiton
894,1,r,-0.12,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Non-normative CA
894,1,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
894,1,r,0.32,oa,oc,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Opportunity for contact
894,1,r,-0.15,oc,ca,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Collective action
894,1,r,-0.36,oc,gi,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Group identificaiton
894,1,r,-0.1,oc,ca,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Non-normative CA
894,1,r,0.32,oc,oa,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Outgroup attitudes
894,1,r,1,oc,oc,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Opportunity for contact
894,2,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Collective action
894,2,r,0.2,ca,gi,text,NA,NA,NA,NA,NA,NA,Collective action,Group identificaiton
894,2,r,0.13,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Non-normative CA
894,2,r,-0.06,ca,oa,text,NA,NA,NA,NA,NA,NA,Collective action,Outgroup attitudes
894,2,r,-0.08,ca,oc,text,NA,NA,NA,NA,NA,NA,Collective action,Opportunity for contact
894,2,r,0.2,gi,ca,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Collective action
894,2,r,1,gi,gi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group identificaiton
894,2,r,0.16,gi,ca,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Non-normative CA
894,2,r,-0.33,gi,oa,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Outgroup attitudes
894,2,r,-0.28,gi,oc,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Opportunity for contact
894,2,r,0.13,ca,ca,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Collective action
894,2,r,0.16,ca,gi,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Group identificaiton
894,2,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Non-normative CA
894,2,r,-0.14,ca,oa,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Outgroup attitudes
894,2,r,-0.11,ca,oc,text,NA,NA,NA,NA,NA,NA,Non-normative CA,Opportunity for contact
894,2,r,-0.06,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Collective action
894,2,r,-0.33,oa,gi,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Group identificaiton
894,2,r,-0.14,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Non-normative CA
894,2,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
894,2,r,0.09,oa,oc,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Opportunity for contact
894,2,r,-0.08,oc,ca,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Collective action
894,2,r,-0.28,oc,gi,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Group identificaiton
894,2,r,-0.11,oc,ca,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Non-normative CA
894,2,r,0.09,oc,oa,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Outgroup attitudes
894,2,r,1,oc,oc,text,NA,NA,NA,NA,NA,NA,Opportunity for contact,Opportunity for contact
933,1,r,1,cf,cf,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Cross-group friendship
933,1,r,0.064,cf,gd,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Group discrimination
933,1,r,0.078,cf,oa,text,NA,NA,NA,NA,NA,NA,Cross-group friendship,Outgroup attitudes
933,1,r,0.064,gd,cf,text,NA,NA,NA,NA,NA,NA,Group discrimination,Cross-group friendship
933,1,r,1,gd,gd,text,NA,NA,NA,NA,NA,NA,Group discrimination,Group discrimination
933,1,r,-0.116,gd,oa,text,NA,NA,NA,NA,NA,NA,Group discrimination,Outgroup attitudes
933,1,r,0.078,oa,cf,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Cross-group friendship
933,1,r,-0.116,oa,gd,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Group discrimination
933,1,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
956,1,r,1,ca,ca,text,NA,NA,NA,NA,NA,NA,Collective action,Collective action
956,1,r,0.54,ca,gd,text,NA,NA,NA,NA,NA,NA,Collective action,Group discrimination
956,1,r,0.55,ca,gi,text,NA,NA,NA,NA,NA,NA,Collective action,Group identificaiton
956,1,r,0.26,ca,nc,text,NA,NA,NA,NA,NA,NA,Collective action,Negative contact
956,1,r,-0.2,ca,oa,text,NA,NA,NA,NA,NA,NA,Collective action,Outgroup attitudes
956,1,r,-0.03,ca,pc,text,NA,NA,NA,NA,NA,NA,Collective action,Contact quality / Positive contact
956,1,r,0.36,ca,pd,text,NA,NA,NA,NA,NA,NA,Collective action,Personal discrimination
956,1,r,0.54,gd,ca,text,NA,NA,NA,NA,NA,NA,Group discrimination,Collective action
956,1,r,1,gd,gd,text,NA,NA,NA,NA,NA,NA,Group discrimination,Group discrimination
956,1,r,0.49,gd,gi,text,NA,NA,NA,NA,NA,NA,Group discrimination,Group identificaiton
956,1,r,0.34,gd,nc,text,NA,NA,NA,NA,NA,NA,Group discrimination,Negative contact
956,1,r,-0.35,gd,oa,text,NA,NA,NA,NA,NA,NA,Group discrimination,Outgroup attitudes
956,1,r,-0.24,gd,pc,text,NA,NA,NA,NA,NA,NA,Group discrimination,Contact quality / Positive contact
956,1,r,0.62,gd,pd,text,NA,NA,NA,NA,NA,NA,Group discrimination,Personal discrimination
956,1,r,0.55,gi,ca,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Collective action
956,1,r,0.49,gi,gd,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group discrimination
956,1,r,1,gi,gi,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Group identificaiton
956,1,r,0.27,gi,nc,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Negative contact
956,1,r,-0.4,gi,oa,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Outgroup attitudes
956,1,r,-0.14,gi,pc,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Contact quality / Positive contact
956,1,r,0.55,gi,pd,text,NA,NA,NA,NA,NA,NA,Group identificaiton,Personal discrimination
956,1,r,0.26,nc,ca,text,NA,NA,NA,NA,NA,NA,Negative contact,Collective action
956,1,r,0.34,nc,gd,text,NA,NA,NA,NA,NA,NA,Negative contact,Group discrimination
956,1,r,0.27,nc,gi,text,NA,NA,NA,NA,NA,NA,Negative contact,Group identificaiton
956,1,r,1,nc,nc,text,NA,NA,NA,NA,NA,NA,Negative contact,Negative contact
956,1,r,-0.41,nc,oa,text,NA,NA,NA,NA,NA,NA,Negative contact,Outgroup attitudes
956,1,r,-0.42,nc,pc,text,NA,NA,NA,NA,NA,NA,Negative contact,Contact quality / Positive contact
956,1,r,0.72,nc,pd,text,NA,NA,NA,NA,NA,NA,Negative contact,Personal discrimination
956,1,r,-0.2,oa,ca,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Collective action
956,1,r,-0.35,oa,gd,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Group discrimination
956,1,r,-0.4,oa,gi,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Group identificaiton
956,1,r,-0.41,oa,nc,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Negative contact
956,1,r,1,oa,oa,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Outgroup attitudes
956,1,r,0.59,oa,pc,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Contact quality / Positive contact
956,1,r,-0.45,oa,pd,text,NA,NA,NA,NA,NA,NA,Outgroup attitudes,Personal discrimination
