id,author,year,title,journal,volume,issue,first_page,last_page,doi,abstract,keywords,type,status,source
1217,"Reitz J.G., Simon P., Laxer E.",2017,"Muslims’ social inclusion and exclusion in France, Québec, and Canada: does national context matter?*",Journal of Ethnic and Migration Studies,43,15,2473,2498,10.1080/1369183X.2017.1313105,"This article compares the social experiences of Muslim minorities in three contexts–France, Québec, and English Canada–each reflecting a different approach to immigrant integration. France’s republican model emphasises cultural assimilation and the exclusion of religion from the public sphere; Canada’s multicultural model advocates official recognition of minority cultures; Québec shares Canada’s tradition of large-scale permanent immigration but embodies a unique intercultural discourse of integration, in some ways resembling France. We compare the social experiences of Muslim and non-Muslim minorities in these three settings using the French ‘Trajectories and Origins’ survey (2009) and the Canadian ‘Ethnic Diversity Survey’ (2002) data on reports of discrimination, friendship networks, social trust, voluntarism, and national identity. We find the Muslim/non-Muslim gap in social inclusion is significant in all three settings and results from ethnic, cultural, or racial differences, more than religion. In assessing immigrants’ social inclusion, we suggest consideration be given to: (i) the reality of ‘national models’ in the community, (ii) a tendency for minorities to locate in more accepting segments of mainstream society, and (iii) the limited impact of policies based on national models. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",canada; france; immigrant integration; muslim; québec,Article,Final,Scopus
1220,"Marshburn, Christopher Kyle
Marshburn
Kyle
Christopher
Marshburn, Christopher Kyle",2016,Easing the Burden?: Social Support for Discrimination Talk in Same- and Cross-Race Friendships,NA,NA,NA,NA,NA,NA,"Racial discrimination is a pervasive life stressor faced by many people of color (Brondolo, ver Halen, Pencille, Beatty &amp; Contrada, 2009) that has been associated with negative psychological and physical health outcomes for Black Americans (Pascoe &amp; Smart Richman, 2009). Psychological research theorizes social support to be a potent buffer against the negative effects of stress on health (Cohen, 2004; Taylor, 2011). For Black Americans, however, social support’s role in buffering health against the negative effects of racism is less clear. These equivocal findings may be because researchers do not know much about the complex dynamics of effective social support in the context of racism. Two studies examined the role of same- and cross-race friends in social support exchanges, and whether that social support benefited Black Americans’ emotional wellbeing. Study 1 examined which friends 31 Black Americans ( M age =19.7, SD=1.70; 74% women) sought for social support in response to racism, and whether they found it helpful. Participants completed measures of perceived discrimination, perceived social support, and emotional closeness with their same- and cross-race friends, and participated in semi-structured focus group interviews discussing racism and social support. Findings revealed that participants reported more emotional closeness to Black friends and non-Black friends of color relative to White friends. Furthermore, 65% of participants reported preferring social support from Black friends to non-Black friends because of their increased ability to understand racism. Study 2 examined how support provision and responsiveness (i.e., feeling understood) provided in same-race ( n dyad =16) and cross-race ( n dyad =30) dyadic friendship interactions impacted Black participants emotional wellbeing. Actor-partner interdependence models found that receiving social support increased Black participants’ emotional closeness to their same- and cross-race friends and decreased participants’ feelings of negative emotions. Responsiveness in same-race interactions, however, increased feelings of negative emotions. This finding may suggest that responsiveness and social support serve different functions in contexts where both friends are negatively impacted by a chronic stressor like racism, and talking about it becomes emotionally draining because there is little recourse to eliminate the stressor. Altogether, the current studies suggest that social support in response to racism does benefit Black Americans’ emotional wellbeing.",psychology,Dissertation/Thesis,NA,ProQuest
1221,"Tostado, Philip
Tostado
Philip
Tostado, Philip",2017,When You Aren't Who Your Friends Are: The Moderating Influence of Racial Similarity on the Association between Friendships and Mental Well-Being,NA,NA,NA,NA,NA,NA,"Friendships are a mental health resource for adolescents. Their availability and strength have been shown to predict lower levels of depression, higher self esteem, and higher life satisfaction. They can also alleviate the stress that often leads to negative mental health outcomes. However, studies examining the stress process rarely consider the fact that social networks like friendship groups are not a static resource that effects all people the same way. Rather, demographic characteristics of both the individual and their friends could change the role of friendship networks within the stress process. In this thesis, I investigate the importance of one such demographic characteristic: race. Racial and ethnic diversity continues to grow in the United States, contributing to an increase interracial and interethnic friendships. It is important to understand what impact racial difference might have on the stress process. In addition to using Leonard Peralin’s stress process model to understand these potential effects, I draw upon Gordon Allport’s Contact theory to inform my analysis. Contact Theory attempts to explain why and how intergroup contact leads to changes in racial attitudes. Increases in positive racial attitudes may lower unique stressors often experienced my racial minorities such as racial prejudice and acculturation. This research project provides a starting point for deeper analyses examining how contact theory and the stress process function together. I ask if racially diverse friendship networks affect adolescent mental well being (as measured by mental health and self-esteem) and if the race of the respondent moderate the effects of racial diversity in friendship networks on mental well-being. To answer these questions, I perform secondary data analysis of survey responses from The National Longitudinal Study of Adolescent to Adult Health. I use public-use, cross-sectional data of adolescents from Wave 1 (’94–’95). Linear regression models predicting adolescent mental health found that racial difference in friendship networks is negatively associated with mental health for white adolescents. For Asian respondents, linear regression models found that racial difference in friendship networks was positively associated with both mental health and self-esteem. Results on Hispanic, Black, and “Other” race adolescents were non-significant. These results suggest that racial difference in friendship networks have varying associations on mental well-being that depend on the race of the adolescent. White adolescents with more diverse friend groups may experience increased stress resulting from an increased awareness of the racial prejudice that affects their friend’s lives. Asian adolescents may benefit from more diverse friend groups because it allows them to find a “sense of belonging” in environments where there is less opportunity to have same-race friendship networks. They also might face less discrimination from different-race peers, allowing the social support benefits of a racially different friendship networks to outweigh any increases in perceived discrimination from peers. The results indicate that future studies should continue studying how demographic characteristics influence the stress process, including the role of social networks. Policies should aim to provide educational resources teaching adolescents how to handle experiences of prejudice and to create positive points of contact for different race peers. Future studies should assess the validity of these results by performing longitudinal analyses that can provide information on how racially different friendship networks buffer specific stressors and discover if the relationships found in this analysis change over time.","mental health , social psychology , sociology",Dissertation/Thesis,NA,ProQuest
1242,"Kamiejski, Rodolphe, Oliveira, Pierre De, Guimond, Serge",2012,Ethnic and religious conflicts in France,NA,NA,NA,483,506,10.1007/978-1-4614-0448-4_18,"This chapter presents a detailed analysis of current and historical interethnic relations in France. Kamiejski, De Oliveira, and Guimond apply several theories in exploration of the variables related to the development of the existent ethnic tensions in this region. Policy models are also evaluated and considered as means of engendering harmony in the future. Discussion of the most recent and largest immigrant group to France, the Maghrebians, reveals several factors associated with increasing tensions including the large degree of assumed difference in values, religion, and culture. The authors recognize that France has set the stage for positive interethnic relations with its policy of a neutral state and equality of all citizens. However, evidence contrary to this policy is noted in recent political and media activities which, as the authors demonstrate through research, serve to reinforce differences and exacerbate ethnic tensions. Emphasis is placed on several theories that explain attitudes toward immigrants and these are applied to the development of current ethnic tensions in France. Kamiejski, De Oliveira, and Guimond present five factors that they believe, and research has concluded, to be applicable: Threat, relative deprivation and gratification, SDO, national identity, and acculturation orientation. The Social Identity Model of Collective Action is applied to the recent riots in France that the authors attribute to social activism. Kamiejski, De Oliveira, and Guimond conclude by offering suggestions to improve interethnic relations, such as the use of the contact hypothesis to reduce prejudice. Analysis of various forms of policy and the associated implications on interethnic relations is presented and a solution specific to the situation in France is offered. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",religious conflicts; ethnic conflict; social activism; interethnic relations; immigrants; history; cultural factors; france,Chapter,NA,PsycInfo
1243,"Nagda B.R.A., Gurin P., Rodríguez J.",2017,Intergroup dialogue: Education for social justice,The Oxford Handbook of Social Psychology and Social Justice,NA,NA,379,403,10.1093/oxfordhb/9780199938735.001.0001,"This chapter focuses on intergroup dialogue (IGD), an educational approach that teaches about and for social justice. Intergroup dialogue addresses one of the central concerns in contemporary research on intergroup contact between groups with distinct social statuses: Do identity salience and positive relationships mobilize or sedate collective action on the part of disadvantaged or advantaged groups? We explicate how IGD addresses the concerns through its theoretical and practice model. IGD pedagogy-content, structured interaction, and facilitation-fosters critical-dialogic communication processes that in turn impact cognitive and affective psychological processes. These two kinds of processes then produce outcomes. Results from a longitudinal, multi-site field experiment of randomly assigned (dialogue and control) students (N = 1437) showed significant treatment effects for dialogue students and strong support for the theoretical model and the centrality of the communication processes. These results support our claim that critical-dialogic intergroup dialogue heightens, not mutes, commitment to action. © Oxford University Press 2018. All rights reserved.",collective action; communication processes; critical pedagogy; dialogue; intergroup contact; psychological processes; social identity; social justice education,Book Chapter,Final,Scopus
1248,"Cakal, Huseyin, Hewstone, Miles, Guler, Meltem, Heath, Anthony",2016,Predicting support for collective action in the conflict between Turks and Kurds: Perceived threats as a mediator of intergroup contact and social identity,Group Processes & Intergroup Relations,19,6,732,752,10.1177/1368430216641303,"Two studies investigated the role of perceived realistic and symbolic threats in predicting collective action tendencies, and in mediating effects of intergroup contact and social identity on collective action in the context of an intractable conflict. Extending earlier research on collective action, integrated threat theory, and intergroup contact theory, we tested whether realistic and symbolic threats would predict collective action tendencies and outgroup attitudes; and mediate the effects of intergroup contact and social identity on collective action tendencies and outgroup attitudes among the advantaged, Turks, and the disadvantaged, Kurds. Findings from both studies (Study 1, N = 289 Turks; Study 2, N = 209 Kurds) supported the predictive and mediating role of threats on collective action tendencies and outgroup attitudes. Overall findings suggest that advantaged and disadvantaged groups might not always have disparate psychologies regarding collective action and incorporating perceived threats as antecedents of collective action can help to explain collective action tendencies among both groups especially in conflictual contexts. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",collective action; intergroup contact; perceived threats; social identity,Journal Article,NA,PsycInfo
1283,"Jonsson K.R., Demireva N.",2018,Does the ethno-religious diversity of a neighbourhood affect the perceived health of its residents?,Social Science and Medicine,204,NA,108,116,10.1016/j.socscimed.2018.03.011,"Concerns about the diversification of Britain, and its impact on social capital and health are widely debated. The literature has however produced a fuzzy discourse, full of assumptions and claims that are rarely tested. We attempt to disentangle some of these assumptions by providing empirical evidence on the mediating and moderating influence of inter-ethnic conflict and contact, and examine whether they underlie the erosion of health among minorities and white British respondents residing in diverse local areas. Analyses were conducted using multilevel models that relied on geocoded data from a random stratified sample of adults 16–75 years collected in the 2009–2011 Citizenship Survey merged to small area aggregated statistics from the 2011 UK census. The final sample comprised of minorities (n = 13,236) and white British (n = 15,021) residing in England. We find that local area deprivation matters much more for the health of minorities and whites than diversity. Yet, residing in diverse areas can be problematic for whites if it is accompanied by high levels of social distance measured by negative attitudes towards immigrants. Greater contact among minorities and whites, residing in more diverse areas appears to have no significant effect on health. Overall, the findings supported our hypothesis that residing in areas of greater diversity has a differential impact on minorities when compared to whites. In particular, diversity appear to be more beneficial for minorities, especially newly arriving migrants. The effect of contact as measured by social capital is dwarfed in comparison to the effect of deprivation, underlying the importance for policy makers to tackle structural inequalities. © 2018 Elsevier Ltd",conflict hypothesis; contact hypothesis; discrimination; diversity; england; ethnicity; neighbourhood; self-rated health; social capital,Article,Final,Scopus
1305,"Maoz, Ifat",2005,Evaluating the Communication between Groups in Dispute: Equality in Contact Interventions between Jews and Arabs in Israel,Negotiation Journal,21,1,131,146,10.1111/j.1571-9979.2005.00050.x,"This article examines a new approach for evaluating the process of interactive conflict-resolution interventions by focusing on the quality of communication between the groups in dispute. This approach assesses the extent to which contact interventions, aimed at improving relations between sides in dispute, actually promote among their participants relationships, behaviors, and interactions that fulfill standards of social justice, equality, and fairness. Creating equality in communication models and reinforces values of mutual respect and tolerance. Thus, establishing symmetrical communication can be especially important for many interventions conducted to resolve conflicts marked by unequal distribution of power. One such asymmetrical conflict is the one between the Jewish majority and the Arab minority in Israel. This article describes a study that applies our process-evaluation approach to assess equality and social justice in planned contact interventions between Israeli Jews and Arabs by measuring the degree to which members of the two groups contributed equally to the communication between them. Finally, the article presents guidelines, derived from this and other similar studies, for establishing communication equality in other planned contact interventions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",conflict resolution interventions; quality of communication; social justice; equality; israeli jews; arabs,Journal Article,NA,PsycInfo
1320,"Hirschel, Michael J.
Hirschel
J.
Michael
Hirschel, Michael J.",2011,"The relationship between discrimination, acculturation, and general psychological functioning in international students",NA,NA,NA,NA,NA,NA,"International students come from all over the world to study in the United States. Cultural differences they experience can make the transition difficult, resulting in acculturative stress. Encountering discrimination is, unfortunately, a common concern for international students which may compound acculturative stress. The aim of the current study was to better understand discrimination felt by international students, and how it is related to pre-contact factors, acculturation factors, and adjustment factors. A more thorough understanding of this important, but often overlooked, aspect of acculturation could lead to future interventions designed to improve international student experiences while abroad. Pre-contact factors such as place of origin, physical appearance, age, and religion were examined in addition to acculturation factors such as acculturation strategy, length of time in the United States, English proficiency, and social support. Adjustment factors considered included acculturative stress, perceived discrimination, and inclinations to attribute discrimination. General psychological health was used as an overall outcome measure in order to provide a picture of the importance of the adjustment factors and to allow for comparisons to be made between them. Results suggest that feeling discriminated against is unfortunately common for international students. Country of origin, physical appearance, connectedness to mainstream culture, and English proficiency were found in the study to be particularly important regarding international student experiences. Efforts targeting these variables could improve experiences, and some ideas for such interventions are provided.","behavioral psychology , social psychology",Dissertation/Thesis,NA,ProQuest
1336,"Sidanius J., Levin S., Van Laar C., Sears D.O.",2008,The diversity challenge: Social identity and intergroup relations on the college campus,The Diversity Challenge: Social Identity and Intergroup Relations on the College Campus,NA,NA,1,448,NA,"College campuses provide ideal natural settings for studying diversity: they allow us to see what happens when students of all different backgrounds sit side by side in classrooms, live together in residence halls, and interact in one social space. By opening a window onto the experiences and evolving identities of individuals in these exceptionally diverse environments, we can gain a better understanding of the possibilities and challenges we face as a multicultural nation. The Diversity Challenge-the largest and most comprehensive study to date on college campus diversity-synthesizes over five years' worth of research by an interdisciplinary team of experts to explore how a highly diverse environment and policies that promote cultural diversity affect social relations, identity formation, and a variety of racial and political attitudes. The result is a fascinating case study of the ways in which individuals grow and groups interact in a world where ethnic and racial difference is the norm. The authors of The Diversity Challenge followed 2,000 UCLA students for five years in order to see how diversity affects identities, attitudes, and group conflicts over time. They found that racial prejudice generally decreased with exposure to the ethnically diverse college environment. Students who were randomly assigned to roommates of a different ethnicity developed more favorable attitudes toward students of different backgrounds, and the same associations held for friendship and dating patterns. By contrast, students who interacted mainly with others of similar backgrounds were more likely to exhibit bias toward others and perceive discrimination against their group. Likewise, the authors found that involvement in ethnically segregated student organizations sharpened perceptions of discrimination and aggravated conflict between groups. The Diversity Challenge also reports compelling new evidence that a strong ethnic identity can coexist with a larger community identity: students from all ethnic groups were equally likely to identify themselves as a part of the broader UCLA community. Overall, the authors note that on many measures, the racial and political attitudes of the students were remarkably consistent throughout the five year study. But the transformations that did take place provide us with a wealth of information on how diversity affects individuals, groups, and the cohesion of a community. Theoretically informed and empirically grounded, The Diversity Challenge is an illuminating and provocative portrait of one of the most diverse college campuses in the nation. The story of multicultural UCLA has significant and far-reaching implications for our nation, as we face similar challenges-and opportunities-on a much larger scale. Copyright © 2008 by Russell Sage Foundation. All rights reserved.",NA,Book,Final,Scopus
1344,"Di Bernardo G.A., Vezzali L., Stathi S., McKeown S., Capozza D., Dixon J.",2018,Fostering social change among advantaged and disadvantaged group members: Integrating intergroup contact and social identity perspectives on collective action,NA,NA,NA,NA,NA,NA,[No abstract available],NA,NA,Final,Scopus Secondary Documents
1359,"Droogendyk L., Louis R., Wright S.C.",2014,Empowering disadvantaged group members to engage in collective action: The role of supportive cross-group contact,NA,NA,NA,NA,NA,NA,[No abstract available],NA,NA,Final,Scopus Secondary Documents
1367,"Saturay, Stacy Lynn
Saturay
Lynn
Stacy
Saturay, Stacy Lynn",2009,Relative deprivation among low wage workers: Is the grass always greener?,NA,NA,NA,NA,NA,NA,"In this dissertation, I look at differences in the experiences of individual and group relative deprivation among low wage workers and higher wage earners, as well as the referent choice preferences for workers of different earning classes. I studied the effects of underemployment on referent choice, individual relative deprivation, and group relative deprivation. I also examined the effect contact with higher earning classes had on feelings of individual relative deprivation. Finally, I conducted an exploratory analysis to see if low wage earners and higher wage earners experienced individual relative deprivation as a result of different facets of their work. The results indicate that individual income is a significant predictor of experiences of individual as well as group relative deprivation, and that individual income does not significantly predict choice of referent. Underemployment was a significant predictor of individual as well as group relative deprivation as well, with those individuals who reported higher levels of underemployment also reporting higher levels of individual and group relative deprivation. The exploratory analysis revealed that the facets of work that elicited feelings of individual relative deprivation were in fact different for low wage earners and higher wage earners, with lower wage earners primarily feeling resentful about meeting their basic needs and maintaining work. Higher wage earners were primarily resentful about the availability of work and the ability to have their voices heard at work. Theoretical implications and practical contributions, as well as limitations are also discussed.",management,Dissertation/Thesis,NA,ProQuest
1368,"Reichwald, Reed Tyler",2013,Identity profiles and psychological adjustment among adopted Korean American adolescents,Dissertation Abstracts International: Section B: The Sciences and Engineering,74,2-B(E),NA,NA,NA,"Drawing upon social identity and intersectionality theories and research, I conducted a person-centered, multi-informant study of 158 pairs of adopted Korean American adolescents (AKAA) and their adoptive parents. Using cluster analytic procedures, I examined AKAA' patterns of identification across multiple social domains (ethnic, racial, and adoptive identities). The obtained clusters were validated empirically by comparing groups along relevant variables (e.g., engagement in ethnic and racial socialization, dissatisfaction with racial appearance, birth family interest, perceived discrimination, colorblind attitudes, diversity in friendship networks) on which they would be expected to differ. Finally, I examined the association between these identity profiles and psychological adjustment, including behavioral development and other measures of well-being. Results revealed the emergence of six conceptually unique identity clusters that differed significantly on the various validity constructs measured. However, the identity profiles were largely undifferentiated with respect to behavioral development per parent and adolescent reports on the Strengths and Difficulties Questionnaire (SDQ, Goodman, 1997). Group differences were found on broad psychological outcomes including life satisfaction, perceived school belongingness and peer competence, and school interest and motivation. Results confirm the importance of considering the collective impact of multiple social identities on a variety of outcomes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",identity profiles; psychological adjustment; adopted children; korean americans; adolescent development,Dissertation,NA,PsycInfo
1376,"McKeown, Shelley, Taylor, Laura K",2017,Beyond the irony of intergroup contact: The effects of contact and threat on political participation and support for political violence in Northern Ireland,"Group Dynamics: Theory, Research, and Practice",21,4,234,244,10.1037/gdn0000074,"Research has suggested that intergroup contact can ironically lead to a reduction in commitment to social change and that threat can play an important role in this process. In post-agreement societies, however, characterized more so by symbolic rather than material conflict, the role that intergroup contact and threat play in social action may be particularly complex. This article examines intergroup contact, intergroup threat, support for political violence, and political participation among a student sample (n = 152) of Protestants and Catholics in Northern Ireland. Results show that contact is associated with lower symbolic and realistic threat for both groups and to lower levels of support for political violence but not to political participation. Symbolic threat mediated the association between contact and support for political violence and between contact and political participation for the Protestant majority group only. This suggests that contact may have a positive effect upon group relations but that this is dependent upon status and the social-political context. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",threat; political participation; collective action; intergroup contact; northern ireland,Journal Article,NA,PsycInfo
1386,"Dixon, John, Durrheim, Kevin, Tredoux, Colin",2007,Intergroup contact and attitudes toward the principle and practice of racial equality,Psychological Science,18,10,867,872,10.1111/j.1467-9280.2007.01993.x,"Research on racial attitudes indicates that acceptance of the principle of racial equality is frequently offset by opposition to policies designed to eliminate injustice. At the same time, research on the contact hypothesis indicates that positive interaction between groups erodes various kinds of prejudiced attitudes. Integrating these two traditions of research, this study examined whether or not interracial contact reduces the principle-implementation gap in racial attitudes. The study comprised a random-digit-dialing survey of the attitudes and contact experiences of White and Black South Africans (N = 1,917). The results suggest that among Whites, there remains a stubborn core of resistance to policies designed to rectify the injustices of apartheid. The results also indicate that interracial contact has differential, and somewhat paradoxical, effects on the attitudes of Whites and Blacks toward practices aimed at achieving racial justice. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",intergroup contact; racial attitudes; racial equality; racial justice,Journal Article,NA,PsycInfo
1395,"Yu B., Bodycott P., Mak A.S.",2019,Language and Interpersonal Resource Predictors of Psychological and Sociocultural Adaptation: International Students in Hong Kong,Journal of Studies in International Education,NA,NA,NA,NA,10.1177/1028315318825336,"Hong Kong, along with other Asian societies with universities with top world rankings, has in recent years attracted an increasing number of international students, mainly from Asia. Previous research in English-speaking Western countries has indicated the importance of resources, including language proficiency, positive intergroup relations, and social support, in understanding international students’ stress and coping in cross-cultural adaptation. Guided by a similar acculturative stress and coping framework, we investigated predictors of psychological and sociocultural adaptation in a survey sample of 726 international students (62% female and 73% Asian-born) from Hong Kong public universities. We found that English language proficiency, social support, and a low level of perceived discrimination fostered both types of cross-cultural adaptation, while contact with local students and proficiency in the local dialect further enhanced sociocultural adaptation. Implications for future acculturation research and higher education internationalization policies and practices are discussed. © 2019 European Association for International Education.",acculturation; cross-cultural adaptation; intercultural contact; international student; language proficiency; perceived discrimination; psychological adaptation; sociocultural adaptation,Article,Article in Press,Scopus
1407,"Head, Rachel Nicole
Head
Nicole
Rachel
Head, Rachel Nicole",2013,Coping with Perceived Discrimination,NA,NA,NA,NA,NA,NA,"While some scholars contend that Caribbean Black Americans’ socioeconomic successes suggest the declining significance of racism, ethnographic studies have found that Black Caribbean Americans are often shocked, disheartened, and angered by the racism they encounter in the U.S. This dissertation is an attempt to begin to understand how Black Americans—both foreign and native born—perceive and cope with racial discrimination. In Chapter 2, I examine factors contributing to perceptions of major lifetime and day-to-day discrimination. Major depressive disorder is the outcome of interest in Chapter 3. I examine its link with racism-related anger and whether or not religiousness serves as a resource, protecting mental health. In Chapter 4, I examine self-rated health, its association with perceived group and interpersonal racism, and the utility of political involvement in combating the deleterious health effects of perceived racism. The data for this project come from the adult sample of the National Survey of American Life (NSAL) and the National Survey of American Life-Self-Administered Questionnaire (NSALSAQ), which are part of the Collaborative Psychiatric Epidemiology Surveys (CPES) data collection. The NSAL is unique in that it provides the first ever national sample of Caribbean Black Americans, the majority of whom are from or trace their heritage to Barbados, Guyana, Haiti, Jamaica, Puerto Rico, and Trinidad-Tobago. Findings in Chapter 2 suggest that racism is an enduring problem in the U.S. for both foreign and native-born Black Americans and that it cannot simply be dismissed as a worldview that serves to protect one’s sense of self-worth. Furthermore, it appears to be an obstacle for Caribbean Black Americans pursuing the American dream and may be associated with decreasing perceptions among Caribbean Black professionals that hard work and perseverance are all one needs to succeed in the U.S. I find in Chapter 3 that anger in response to increases in day-to-day discrimination is negatively associated with major depressive disorder for Caribbean Black Americans, while, for African Americans, anger is positively associated with major depressive disorder. In addition, while African Americans and second generation Caribbean Black Americans show no significant effects of religiousness items on depression, first generation Caribbeans benefit from religious organizational involvement. In contrast, their mental health is threatened by increasing emotional and tangible religious support. I discuss these findings as they relate to the historical legacy of racism in the Caribbean and the U.S., measurement issues surrounding depression, and the resources available to immigrants. In Chapter 4 I find limited support for the argument that discrimination will promote political involvement. Perceptions of discrimination against oneself are not significantly associated with increases in political participation. Surprisingly, individual-level discrimination and perceptions of group discrimination are not associated with Black advancement organization membership either. Perceiving no change in racial discrimination over the past 20 years, however, increases political participation (i.e., the probability that one will vote, participate in political campaigns, or contact political officials). Perceptions of group discrimination appear to be particularly alienating for second generation Caribbean Black Americans compared to African Americans. Second generation respondents’ political participation declines precipitously as perceived group discrimination increases. Finally, I find that Black advancement organization membership provides health benefits beyond political participation. This dissertation makes substantive and methodological contributions by examining diversity in the Black American population in predictors, resources, and health consequences of perceived discrimination and by modeling perceived discrimination to account for both increases in perceived discrimination and predictors of the likelihood that one will never report discrimination.","social research , clinical psychology , ethnic studies",Dissertation/Thesis,NA,ProQuest
1411,"Kanas, Agnieszka, Scheepers, Peer, Sterkens, Carl",2015,"Interreligious contact, perceived group threat, and perceived discrimination: Predicting negative attitudes among religious minorities and majorities in Indonesia",Social Psychology Quarterly,78,2,102,126,10.1177/0190272514564790,"This study examines the relationship between interreligious contact and negative attitudes toward the religious outgroup among minority Christians and majority Muslims in Indonesia. It answers two research questions: Does interreligious contact reduce negative outgroup attitudes equally for minority Christians and majority Muslims? Are mediation by perceived group threat and moderation by perceived discrimination equally important for religious minorities and majorities? The analysis is based on unique survey data collected from among Christian and Muslim students in Ambon (the Moluccas) and Yogyakarta (central Java). Results show that a higher quantity of interreligious contact reduces negative outgroup attitudes among majority Muslims but not among minority Christians. However, the quality of contact reduces negative attitudes regardless of relative group size. Perceived group threat is an important mediator of the contact-attitude relationship and is equally so for Christians and Muslims. Findings suggest that perceived discrimination does not affect the relationship between interreligious contact and negative attitudes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",contact hypothesis; religion; discrimination; threat; conflict; indonesia,Journal Article,NA,PsycInfo
1412,"Thomsen, Jens Peter Frolund, Rafiqi, Arzoo",2016,The contact-prejudice relationship among ethnic minorities: Examining personal discrimination as a boundary condition,Ethnic and Racial Studies,39,10,1886,1904,10.1080/01419870.2015.1110609,"This paper contributes to the literature on how perceived discrimination influences the impact of intergroup contact among ethnic minority members. Previous research has shown that perceived group discrimination inhibits the positive outcomes of intergroup contact among ethnic minority members. In extension, this paper examines whether perceived personal discrimination has a similar negative impact as a boundary condition of the contact-prejudice relationship among ethnic minority members. Analyses expand previous intergroup contact research by showing that the impact of intergroup contact is uniform across various levels of perceived personal discrimination. This finding suggests that the otherwise harmful consequences of perceived personal discrimination can be effectively counterbalanced by positive contact experiences among ethnic minority members. Analyses use evidence from a national probability sample, which was fielded in 2006 to examine some of the largest ethnic minority groups (N = 3,462). The concluding section discusses the theoretical implications of the empirical findings. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",ethnic minority members; intergroup contact; prejudice; discrimination; moderation analysis; national sample,Journal Article,NA,PsycInfo
1463,"Biruški D.C., Ajduković D.",2008,Changes of children's discrimination tendencies and parental intergroup attitudes and behaviors [Promjene meduetničke diskriminacije u djece i meduetnički stavovii ponašanja njihovih roditelja],Ljetopis Socijalnog Rada,15,3,377,400,NA,"Social context is one of key factors in attitudes formation and change. This is particularly true for inter-ethnic attitudes. They are a consequence of an overt social influence but also of a subtle social tuning to specific social cues that determines desirability of expression of a particular attitude. When a community is fundamentally ethnically divided, other social cues may be of less importance. As a result of the recent war, the city of Vukovar (Croatia) turned into the divided community in which ethnic membership powerfully determines social interactions, including separated schooling. The present study assessed at two points in time six years apart a set of attitudes relevant for the context of current inter-ethnic relations: (1) attitudes towards school integration; (2) attitudes toward social integration of children outside the schools; (3) tolerance of multiculturalism; (4) attitudes toward assimilation of ethnic minorities. Two measures of behavioral intentions were also assessed: majority/minority contacts and tendency to discriminate against the outgroup. Besides the attitudinal change, we assessed congruence between children's and parental attitudes and analyzed if children's discrimination tendencies could be predicted by parental attitudes and discrimination tendencies. Two independent samples of school children of Croatian (majority) and Serbian (minority) ethnic background (N= 719 and N= 815) aged 12-16 and their parents participated in the study in 2001 and 2007. The results revealed small, but significantly more positive inter-ethnic attitudes, with changes in the majority being more prominent. The congruence of children and parental attitudes was higher in the majority in the first assessment, which decreased over time, probably reflecting the increased diversity of social and political influences affecting the majority. Children's discrimination tendencies were predicted from the parental attitudes and behavioral tendencies, and more successfully in the majority, particularly in the first assessment.",attitudes of children and parents; discrimination; interethnic attitudes; majority - minority relations,Article,Final,Scopus
1467,"Rodríguez J., Nagda B.R.A., Sorensen N., Gurin P.",2018,Engaging race and racism for socially just intergroup relations: The impact of intergroup dialogue on college campuses in the United States,Multicultural Education Review,10,3,224,245,10.1080/2005615X.2018.1497874,"This study examines the impact of interracial/interethnic dialogue, a model of intergroup contact that highlights the salience of racial and ethnic group membership, to improve intergroup relations on college campuses. A field experiment involving 737 participants demonstrated that participants randomized to enrol in an intergroup dialogue course increased thinking about and understanding of race and racial/ethnic group membership more than the randomized control group participants who were wait-listed for the course. This effect of intergroup dialogue was found both at the end of course and a year later. Furthermore, such racial engagement was associated with greater (a) motivation to bridge intergroup differences, (b) structural understanding of racial and ethnic inequality, and (c) behavioural commitment to redress inequality 1 year later. The study highlights a colour-conscious, as opposed to colourblind, model for multicultural and social justice education and provides causal evidence for its effects. © 2018, © 2018 Korean Association for Multicultural Education.",inequality; intergroup contact; intergroup dialogue; racial identity salience; social justice,Article,Final,Scopus
