id,author,year,title,journal,volume,issue,first_page,last_page,doi,abstract,keywords,type,status,source
668,"ten Teije, Irene, Coenders, Marcel, Verkuyten, Maykel",2013,The paradox of integration: Immigrants and their attitude toward the native population,Social Psychology,44,4,278,288,10.1027/1864-9335/a000113,"This study, conducted in The Netherlands, examines the ""paradox of integration"" proposition by focusing on the relationship between educational attainment and immigrants' attitude toward the native population. We found that educational level is related to this attitude in two opposite ways. On the one hand, better educated immigrants had more voluntary contact with the native population, and more contact was associated with a more positive attitude, partly because of higher perceived acceptance and lower perceived discrimination. On the other hand and independently of contact, better educated immigrants had a less positive attitude toward the native population because of lower perceived acceptance and higher perceived group discrimination. The latter findings support the paradox of integration proposition. The pattern of results was quite similar for four different immigrant groups. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",attitudes; education; immigrants; integration; immigrant attitudes; attitudes toward native population,Journal Article,NA,PsycInfo
684,"Motti-Stefanidi, Frosso, Pavlopoulos, Vassilis, Asendorpf, Jens B",2018,Immigrant youth acculturation and perceived discrimination: Longitudinal mediation by immigrant peers' acceptance/rejection,Journal of Applied Developmental Psychology,59,NA,36,45,10.1016/j.appdev.2018.03.001,"This study examined, first, the longitudinal interplay between immigrant youth's acculturation into the host and ethnic cultures and perceived ethnic discrimination, and, second, whether acceptance and rejection by immigrant and non-immigrant peers longitudinally mediated the link between acculturation and discrimination. 1057 students nested in 49 Greek middle-school classrooms took part in the study (Wave 1; age M = 12.7 years). 532 immigrants provided the acculturation and discrimination data. Together with their 525 Greek classmates, they also provided peer nomination data. Immigrant youth's higher acculturation into the host culture predicted over time decreases in perceived ethnic discrimination. Furthermore, this link was longitudinally mediated by acceptance by Greek peers. The reverse path from perceived ethnic discrimination to acculturation into the Greek culture was not significant. The results suggest that to promote immigrant youth positive adaptation, interventions need to support their acculturation and intergroup contact. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",immigrant youth; acculturation; peer acceptance; discrimination; longitudinal mediation,Journal Article,NA,PsycInfo
703,"Rowley S.J., Burchinal M.R., Roberts J.E., Zeisel S.A.",2008,"Racial Identity, Social Context, and Race-Related Social Cognition in African Americans During Middle Childhood",Developmental Psychology,44,6,1537,1546,10.1037/a0013349,"This study examined the effect of changes in racial identity, cross-race friendships, same-race friendships, and classroom racial composition on changes in race-related social cognition from 3rd to 5th grade for 73 African American children. The goal of the study was to determine the extent to which preadolescent racial identity and social context predict expectations of racial discrimination in cross-race social interactions (social expectations). Expectations of racial discrimination were assessed using vignettes of cross-race social situations involving an African American child in a social interaction with European Americans. There were 3 major findings. First, expectations for discrimination declined slightly from 3rd to 5th grade. Second, although racial composition of children's classrooms, number of European American friends, gender, and family poverty status were largely unrelated to social expectations, having more African American friends was associated with expecting more discrimination in cross-racial interactions from 3rd to 5th grade. Third, increases in racial centrality were related to increases in discrimination expectations, and increases in public regard were associated with decreases in discrimination expectations. These data suggest that as early as 3rd grade, children are forming attitudes about their racial group that have implications for their cross-race social interactions. © 2008 American Psychological Association.",african american; discrimination; racial discrimination; school context; social cognition,Article,Final,Scopus
711,"Lin, En-Yi",2008,Family and social influences on identity conflict in overseas Chinese,International Journal of Intercultural Relations,32,2,130,141,10.1016/j.ijintrel.2007.09.005,"Emphasis of this research is placed on the construction of a predictive model of identity conflict experienced by overseas Chinese on the basis of two groups of variables--developmental/family related and intergroup-related variables. One hundred and eighty-six Chinese young adults in New Zealand and 263 Chinese young adults in Singapore completed a questionnaire which assessed ethnic identity, family cohesiveness, authoritarian filial piety, quality of host national contact, host language proficiency, perceived social permeability, perceived discrimination and sense of cultural continuity. Results of the current study suggested that intergroup variables were far more powerful and effective than the developmental/family related variables in predicting Chinese young adults' level of identity conflict during cross-cultural transitions. Specifically, in both cultural settings (i.e., New Zealand and Singapore), contact conditions with host nationals, perceived discrimination, perceived permeability and sense of cultural continuity emerged as significant predictors. Results of the current study further suggested that perceived discrimination contributed most to the overall predictive model of identity conflict. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",family; social influences; identity conflict; overseas chinese; intergroup-related variables,Journal Article,NA,PsycInfo
733,"Swami, Viren, Arteche, Adriane, Chamorro-Premuzic, Tomas, Furnham, Adrian",2010,Sociocultural adjustment among sojourning Malaysian students in Britain: A replication and path analytic extension,Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services,45,1,57,65,10.1007/s00127-009-0042-4,"The present study examined the sociocultural adjustment of 249 sojourning Malaysian undergraduates in Britain. One-hundred and ten Malay and 139 Chinese students enrolled in various courses answered a self-report questionnaire that examined various aspects of sociocultural adjustment and socio-demographics. Overall, Malay students reported significantly poorer sociocultural adjustment than Chinese students, as well as more negative outcomes on a range of predictors. Path analysis for the total sample showed that higher family income led to greater sociocultural adjustment, but partially because it led to more contact with host and conationals, better language proficiency, lower perceived cultural differences and less perceived discrimination. Moreover, participants with higher English proficiency were better adapted, but partially because they perceived less cultural differences as well as having more contact with host nationals. Additionally, individuals reporting better sociocultural adjustment also reported better health statuses. The same model was equally useful at predicting sociocultural adjustment for both Malay and Chinese participants. These results are discussed in terms of the role played by income in buffering against the negative aspects of sociocultural adjustment. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",sociocultural adjustment; malaysian students; britain; psychological well being; language proficiency,Journal Article,NA,PsycInfo
775,"Lepshokova, Zarina Kh, Tatarko, Alexander N",2016,Intercultural relations in Kabardino-Balkaria: Does integration always lead to subjective well-being? [References],Psychology in Russia: State of the Art,9,1,57,73,10.11621/pir.2016.0104,"This article examines intercultural relations in Kabardino-Balkaria. Among a great number of ethnic groups living in Kabardino-Balkaria, Kabardians and Balkars are one of the largest (they are so-called titular ethnic groups). Russians are the second largest of the ethnic groups after Kabardians. We report here the results of an empirical study of the intercultural relations, mutual acculturation, and adaptation of Kabardians and Balkars (N = 285) and Russians (N = 249). Specifically, we examine the relevance of three hypotheses formulated to understand intercultural relations: the multiculturalism hypothesis, the integration hypothesis, and the contact hypothesis. We conducted path analysis in AMOS with two samples: a sample of Russians and a sample of the two main ethnic groups (Kabardians and Balkars), and we further compared the path models with each other. The results revealed significant effects of security, intercultural contacts, multicultural ideology, acculturation strategies, and acculturation expectations on attitudes, life satisfaction, and self-esteem in both samples. These findings partially confirm the three hypotheses in both groups. However, we also identified a regionally specific pattern. We found that, in the Russian sample, the integration strategy was negatively related to wellbeing, while contact with the dominant ethnic group was positively related to well-being. At the same time, in the sample of Kabardians and Balkars, acculturation expectations of integration and assimilation were positively related to well-being. In the article, we discuss these regional specifics. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",acculturation strategies/expectations; intercultural contact; intercultural relations; multicultural ideology; life satisfaction; perceived security; perceived discrimination/ threat; ethnic tolerance,Journal Article,NA,PsycInfo
783,"De Vroome T., Verkuyten M., Martinovic B.",2014,Host national identification of immigrants in the Netherlands,International Migration Review,48,1,1,27,10.1111/imre.12063,"This study examines immigrants' identification with the host country. We use survey data of more than 1,700 Turkish and Moroccan immigrants and more than 2,200 natives in the Netherlands. We answer four main questions in this study. First, do immigrants have lower national identification than natives? Second, does the level of national identification differ between immigrant groups? Third, do economic and social integration similarly affect national identification among immigrants and natives? And fourth, what are important additional determinants of national identification among immigrants? The results show that, compared to Dutch natives, Turkish but not Moroccan immigrants have lower national identification. Being employed and socially integrated is associated with higher national identification among immigrants as well as natives, but only among immigrants is higher occupational status associated with higher national identification. For immigrants, Dutch language proficiency, perceived discrimination, and contact with natives proved to be important conditions for national identification. © 2014 by the Center for Migration Studies of New York. All rights reserved.",NA,Review,Final,Scopus
786,Shammas D.S.,2009,Post-9/11 arab and muslim american community college students: Ethno-religious enclaves and perceived discrimination,Community College Journal of Research and Practice,33,3-4,283,308,10.1080/10668920802580507,"Apart from the widescale media attention that Arabs and Muslims have received in the United States and abroad since 9/11, these two target populations have been largely unexamined at both the two-year and four-year college levels. This study represents a pioneering effort in investigating whether the post-9/11 backlash against Arabs and Muslims has penetrated community college campuses, focusing upon the inter-relationships among the level of perceived discrimination, the degree of diversity of Arab and Muslim students’ campus friendships, and their sense of belonging to the college. Two conflict theories are advanced to explain why perceived discrimination might promote ethnic and religious clustering among Arab and Muslim community college students. The study employs a mixed methods design consisting of a 92-item survey and three focus groups. The survey sample consists of 753 Arab Christian, Arab Muslim, and non-Arab Muslim students from 21 community colleges in Southern California and Southeast Michigan. The primary finding was that there was a modest but positive relationship between the level of perceived discrimination and the percentage of campus friends who are of the same ethnicity but different religion. Student focus groups furnished insight into some students' reluctance to report discrimination in surveys. The implications of the study are to develop sensitive measures of the campus climate that draw out more subtle forms of discrimination. Also desirable would be to expand upon the existing research on the denial or minimization of personal discrimination. © 2009 Taylor and Francis Group, LLC.",NA,Article,Final,Scopus
789,"Shani, Maor, Boehnke, Klaus",2017,The effect of Jewish-Palestinian mixed-model encounters on readiness for contact and policy support,Peace and Conflict: Journal of Peace Psychology,23,3,219,227,10.1037/pac0000220,"Mixed-model encounters, focusing on both intergroup commonalities and status disparities, have become a popular intervention in efforts to improve relations between Jews and Palestinians within Israel. A quasi-experiment with Jewish and Palestinian encounter participants and nonparticipants as a control group (N = 498) was conducted. Among Jews, the encounter enhanced readiness for contact by increasing empathy and hope and decreasing hatred. Elevated support for equal rights to Palestinian citizens was mediated by higher hope and lower perceived equality. Among Palestinians, more empathy and hope mediated the increase in readiness for contact, while lower perceived equality suppressed the increase in support for inclusion. Contrary to recent findings on positive contact, perceived equality decreased among both majority and minority members. The paper discusses important limitations of the present study as well as its practical implications. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",contact theory; intergroup encounters; asymmetric conflicts; intergroup emotions; israeli-palestinian conflict,Journal Article,NA,PsycInfo
803,"Rodriguez J., Gurin P.",1990,The Relationships of Intergroup Contact to Social Identity and Political Consciousness,Hispanic Journal of Behavioral Sciences,12,3,235,255,10.1177/07399863900123001,"The impact of three forms of intergroup contact (Mexican descent, other minority, and Anglo) on the social identities and political attitudes of a national sample of native-born persons of Mexican descent was examined. Cast within Tajfel's Social Identity theory, the various social contexts were expected to predict three distinct types of ethnic identity: Cultural Ethnicity (Ingroup contact), Politicized Ethnicity (Ingroup and Minority Outgroup contact), and Assimilationist Ethnicity (Anglo contact). Contrasting political orientations were also predicted for the types of contact, with group-conscious attitudes associated with Ingroup and Minority Outgroup contacts and conservative political attitudes with A nglo contact. Support is provided for the expected relationships between Ingroup and Minority Outgroup interactions and identity and political attitudes. Anglo contact was related to conservative political attitudes. © 1990, SAGE PUBLICATIONS, INC. All rights reserved.",NA,Article,Final,Scopus
813,"Saguy, Tamar, Tausch, Nicole, Dovidio, John F, Pratto, Felicia",2009,The irony of harmony: Intergroup contact can produce false expectations for equality,Psychological Science,20,1,114,121,10.1111/j.1467-9280.2008.02261.x,"Positive intergroup contact has been a guiding framework for research on reducing intergroup tension and for interventions aimed at that goal. We propose that beyond improving attitudes toward the out-group, positive contact affects disadvantaged-group members' perceptions of intergroup inequality in ways that can undermine their support for social change toward equality. In Study 1, participants were assigned to either high- or low-power experimental groups and then brought together to discuss either commonalities between the groups or intergroup differences. Commonality-focused contact, relative to difference-focused contact, produced heightened expectations for fair (i.e., egalitarian) out-group behavior among members of disadvantaged groups. These expectations, however, proved unrealistic when compared against the actions of members of the advantaged groups. Participants in Study 2 were Israeli Arabs (a disadvantaged minority) who reported the amount of positive contact they experienced with Jews. More positive intergroup contact was associated with increased perceptions of Jews as fair, which in turn predicted decreased support for social change. Implications for social change are considered. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",intergroup contact; false expectations; intergroup equality; attitudes; social change,Journal Article,NA,PsycInfo
823,"Perrucci R., Hu H.",1995,Satisfaction with social and educational experiences among international graduate students,Research in Higher Education,36,4,491,508,10.1007/BF02207908,"We undertake a quantitative analysis of the determinants of satisfaction among international graduate students at one university. We focus on satisfaction in three areas: academic program, academic appointment, and nonacademic social relationships. Determinants of satisfaction are theoretically classified as individual resources (e.g., language skills), social resources (e.g., contact with U.S. students), and social context (e.g., perceived discrimination). Multiple regression analysis reveals that academic satisfaction is most strongly related to contact with U.S. students, language skills, and perceived discrimination. Social satisfaction is linked with marital status, language skills, perceived discrimination, and contact with U.S. students. Students' gender, grades, aspirations, and financial situation had no relation to satisfaction. © 1995 Human Sciences Press, Inc.",NA,Article,Final,Scopus
829,"Vedder, Paul, Sam, David L, Liebkind, Karmela",2007,The acculturation and adaptation of Turkish adolescents in north-western Europe,Applied Developmental Science,11,3,126,136,10.1080/10888690701454617,"The present study explores the process of cultural and psychological change that follows intercultural contact (i.e., acculturation) and the wellbeing and social adjustment of 736 Turkish immigrant adolescents aged 13-18 living in six countries: Norway, Sweden, Finland, Germany, France, and the Netherlands. Perceived discrimination was the strongest negative predictor of their adaptation outcomes, whereas a combined orientation to the ethnic culture and the national culture was conducive to adaptation. One's country of origin clearly had an impact on the acculturation orientations of the immigrant and on his/her perceived discrimination. The actual cultural diversity characteristic of countries is indicative of a broad context in which the impact of acculturation experiences on adaptation outcomes is invigorated or weakened. Practical implications are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",acculturation; adaptation; turkish adolescents; north-western europe; wellbeing; social adjustment,Journal Article,NA,PsycInfo
830,"Kim, Tae Yeun",2016,The influence of perceived racial discrimination on depressive symptoms and school outcomes among Asian American adolescents,Dissertation Abstracts International Section A: Humanities and Social Sciences,77,2-A(E),NA,NA,NA,"Asian American (AA) adolescents typically receive attention for their successful academic achievement, but rarely for their difficulties and problems. They show a paradoxical and unique developmental pattern of poor psychological well-being despite fewer problem behaviors and better school outcomes. To shed light on this unique pattern, the current study examines one of the factors that might be most important, although largely unexplored: racial discrimination. In addition, significant differences exist in youth outcomes across Asian subgroups. Specifically, this study examines how perceived racial discrimination influences depressive symptoms and school outcomes among three subgroups of AA adolescents, those of Cambodian, Korean, and Vietnamese dissent. It considers whether and how co-ethnic friendship, ethnic identity, and social support mediate the negative influence of perceived discrimination on depressive symptoms and school outcomes for Cambodian American (CA), Korean American (KA), and Vietnamese American (VA) adolescents. Two datasets were used: one from the Korean American Families (KAF) Project and the other from the Cross Cultural Families (CCF) Project. The KAF Project surveyed KA (n = 220) adolescents in middle school and their parents living in Midwest metropolitan areas in 2007 and 2008. The CCF Project is a five-year longitudinal study of a panel of CA (n = 164) and VA (n = 163) youth and their mothers, which started in 2001 with third through sixth graders in a Pacific Northwest public school district. The present study used Time 1 data for youth (KAF) collected in 2007 and Wave 4 data for youth (CCF) collected in 2004, in which youth participants' age ranges were comparable between the three groups. Path analysis was conducted using MPlus to test the hypothesized relationships between perceived discrimination and adolescent outcomes (i.e., depressive symptoms, school misbehaviors, grades) and several mediators (i.e., co-ethnic friendship, ethnic identity, social support). The results are consistent with a story that suggests that perceived discrimination increased depressive symptoms for KA and VA adolescents, but it increased school misbehaviors only for CA adolescents. Among KA adolescents, perceived racial discrimination increased ethnic identity, which in turn increased social support, thereby reducing depressive symptoms. The results for KA adolescents show the significant mitigating role of the mediators on the negative impact of perceived discrimination on mental health. Conversely, among VA adolescents, perceived discrimination was not associated with ethnic identity, but ethnic identity was related to social support, which in turn was associated with lower depressive symptoms, fewer misbehaviors in school and better grades. Similarly, among CA adolescents, discrimination and ethnic identity were not significantly associated, but having more co-ethnic friendship was related to more social support, and related to lower depressive symptoms, fewer misbehaviors in school and better grades. This study offers insights into the way in which perceived racial discrimination may exert a negative impact on children's mental health and school outcomes and how the mechanisms that explain this relationship vary across AA subgroups. The results provide several implications for practice. For example, ethnic identity and social support should be targeted for intervention as they could improve the mental health and academic outcomes of youth across all AA subgroups. Perceived discrimination increases ethnic identity, but only among KA youth. This finding might indicate that the experience of adversity can be less detrimental if adversities such as racial discrimination can serve as an opportunity to strengthen a protective factor like ethnic identity. It is intriguing, however, that perceived racial discrimination did not... (PsycINFO Database Record (c) 2016 APA, all rights reserved)",perceived racial discrimination; depressive symptoms; school outcomes; asian american adolescents,Dissertation,NA,PsycInfo
856,"Kamberi, Ermira, Martinovic, Borja, Verkuyten, Maykel",2017,Intergroup contact and minority group empowerment: The perspective of Roma and non-Roma adolescents in Macedonia,Journal of Community & Applied Social Psychology,27,5,424,434,10.1002/casp.2320,"This study focused on the endorsement of Roma empowerment in Macedonia among Roma (N = 187) and non-Roma (Macedonian, Albanian, and Turkish; N = 627) adolescents. Using structural equation modelling, we examined the mediating roles of out-group feelings, negative Roma stereotypes, and perceived social injustice towards the Roma in the association between out-group contact and endorsement of Roma empowerment. In line with the prejudice reduction model, we found for the non-Roma sample that the endorsement of Roma empowerment was higher among adolescents who had more frequent (as well as more positive) contact with Roma, and this was due to more positive feelings towards the Roma, less negative Roma stereotypes, and, in the case of Albanian and Turkish minorities, more perceived social injustice towards the Roma. There was little evidence for the collective action approach in the Roma sample. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",intergroup contact; minority group empowerment; prejudice; roma; social justice,Journal Article,NA,PsycInfo
893,"Mallet, John, Lewis, Christopher Alan, Cairns, Ed",2013,Perceived in-group density and psychological adjustment in a sample of Northern Irish Catholics and Protestants,Studia Psychologica,55,3,229,247,NA,"The ""contact hypothesis"" suggests that desegregation is good for minority group members, but this view has been challenged by studies describing a so-called ""ethnic density effect"". This study examined the possibility of an ""ethnic density effect"" in the context of historical ethno-religious segregation in Northern Ireland. It was hypothesised that the ""ethnic density effect"" is not simply the result of structural variables, such as ethnic population mix at local community level, but also on individual perceptions of area based ethno-religious group density, perceptions of their local group status and their levels of m-group identification or solidarity. Data from 1000 randomly selected participants were tested for ethno-religious group invariance in the prediction of psychological adjustment, as measured by the General Health Questionnaire (GHQ-12) Results indicated a small direct ""ethnic density effect"" based on perceptions of religious mix at local level (p < .05). Ethno-religious differences were observed in the relationships between perceived ethnic density and perceived discrimination (p < .05). The ""ethnic density effect"" reported in some cultural contexts was evident in Northern Ireland and this has implications for policy makers concerned with community relations. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",emotional adjustment; catholics; minority groups; protestants; segregation; northern ireland,Journal Article,NA,PsycInfo
894,"Lubensky, Micah Elan
Lubensky
Elan
Micah
Lubensky, Micah Elan",2004,An unplanned trade -off? The potential conflict between reducing prejudice and supporting engagement in collective action,NA,NA,NA,NA,NA,NA,"This dissertation investigates how efforts to reduce prejudice and interpersonal discrimination could also undermine collective action by disadvantaged group members. In an extensive line of research, Gaertner, Dovidio and their colleagues have shown that prejudice and interpersonal discrimination against outgroup members can be reduced when identifications are shifted from separate groups to a larger superordinate identities (see Gaertner &amp; Dovidio, 2000 for a review). Other investigators (e.g. Ellemers, Kortekaas, &amp; Ouwerkerk, 1999; Simon, Stürmer, &amp; Steffens, 2000) have found that when groups are not evenly situated in social strata, strong identification with one's disadvantaged group is essential for participation in collective action to change unjust social stratification. Thus, the creation of a superordinate identity could undermine disadvantaged group members' identification with their disadvantaged ingroup, consequently reducing their likelihood of engaging in collective action. The two present studies investigate if a potential conflict exists. Study 1 is a secondary analysis of data from a survey of university students of color who were asked about their racial/ethnic identification, their contact with Whites, and their support for engaging in various forms of collective action to benefit their racial/ethnic group. Study 2 is a laboratory experiment that attempts to replicate Gaertner and Dovidio's reduction of prejudice via the creation of superordinate identity, but also includes a manipulation of group disadvantage, and adds measures of interest in engaging in collective action. The findings from both studies suggest that encouraging a superordinate identity has negative effects for collective action. The findings have important implications for understanding how the current directions in reducing intergroup bias, while well intended and extremely important for addressing the negative attitudes and actions of advantaged group members, may also be counter productive for greater social justice concerns.",social psychology,Dissertation/Thesis,NA,ProQuest
910,"Glasford, Demis E, Dovidio, John F",2011,"E pluribus unum: Dual identity and minority group members' motivation to engage in contact, as well as social change",Journal of Experimental Social Psychology,47,5,1021,1024,10.1016/j.jesp.2011.03.021,"Recent work on social change illustrates that disadvantaged-group members are sometimes less influenced by prejudice-reduction strategies than are advantaged-group members, and interventions to improve intergroup relations (e.g., commonality) can sometimes have the unintended consequence of reducing social-change motivations among members of disadvantaged groups. Focusing on disadvantaged groups' (i.e., racial/ethnic minorities) orientations toward advantaged groups, the present research experimentally investigated the potential of dual, relative to common, identity to produce greater willingness to engage in contact, while maintaining social change motivation. Relative to common identity, dual identity produced not only greater willingness to engage in contact, which was mediated by perceptions of shared values, but also greater social change motivation, mediated by decreased optimism about future relations. Thus, for dual identity, enhancing approach motivation (willingness for contact) does not necessarily undermine social change motivation. Implications for intergroup relations and more broadly social change are discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",dual identity; minority group members; contact willingness; social change motivation,Journal Article,NA,PsycInfo
933,"Tropp, Linda R",2007,Perceived discrimination and interracial contact: Predicting interracial closeness among Black and White Americans,Social Psychology Quarterly,70,1,70,81,10.1177/019027250707000108,"This research examines whether perceptions of discrimination moderate relationships between interracial contact and feelings of interracial closeness among black and white Americans, using survey responses gathered by the National Conference for Community and Justice (2000). Results indicate that the general association between contact and interracial closeness is significantly weaker among black respondents than among white respondents. Moreover, while contact relates consistently to greater interracial closeness among white respondents, perceived discrimination moderates this relationship among black respondents, such that significant contact effects are not observed for those who perceive considerable discrimination against their racial group. At the same time, other results suggest that contact in the form of interracial friendships may help to augment black Americans' reports of interracial closeness, and diminish the role of perceived discrimination. Implications of these findings for future studies of contact between members of racial minority and majority groups are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",perceived discrimination; interracial closeness; blacks & whites,Journal Article,NA,PsycInfo
956,"Reimer, Nils Karl, Becker, Julia C, Benz, Angelika, Christ, Oliver, Dhont, Kristof, Klocke, Ulrich, Neji, Sybille, Rychlowska, Magdalena, Schmid, Katharina, Hewstone, Miles",2017,Intergroup contact and social change: Implications of negative and positive contact for collective action in advantaged and disadvantaged groups,Personality and Social Psychology Bulletin,43,1,121,136,10.1177/0146167216676478,"[Correction Notice: An Erratum for this article was reported in Vol 43(6) of Personality and Social Psychology Bulletin (see record 2017-20661-012). In the original article, in Figures 2 and 6 of this article, the circular markers indicating effect sizes were not displayed. The correction was present in the erratum.] Previous research has shown that (a) positive intergroup contact with an advantaged group can discourage collective action among disadvantaged-group members and (b) positive intergroup contact can encourage advantaged-group members to take action on behalf of disadvantaged outgroups. Two studies investigated the effects of negative as well as positive intergroup contact. Study 1 (N = 482) found that negative but not positive contact with heterosexual people was associated with sexual-minority students' engagement in collective action (via group identification and perceived discrimination). Among heterosexual students, positive and negative contacts were associated with, respectively, more and less LGB (lesbian, gay, bisexual) activism. Study 2 (N = 1,469) found that only negative contact (via perceived discrimination) predicted LGBT (lesbian, gay, bisexual, and transgender) students' collective action intentions longitudinally while only positive contact predicted heterosexual/cisgender students' LGBT activism. Implications for the relationship between intergroup contact, collective action, and social change are discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",intergroup contact; negative contact; collective action; demobilization; lgbt,Journal Article,NA,PsycInfo
965,"Levin S., Van Laar C., Foote W.",2006,Ethnic segregation and perceived discrimination in college: Mutual influences and effects on social and academic life,Journal of Applied Social Psychology,36,6,1471,1501,10.1111/j.0021-9029.2006.00068.x,"This study examined relationships among same-ethnicity friendships, perceptions of ethnic discrimination, and social and academic adjustment in college using a large longitudinal sample of White, Asian, Latino, and African American students. Results demonstrated that Latino students who had more in-group friends during college exhibited reduced belonging and academic performance at the end of college. Perceived discrimination also had negative effects on Latino students' sense of belonging. For African American students, having more in-group friends during college was related to enhanced academic commitment and motivation at the end of college. Perceiving more discrimination was also associated with enhanced academic motivation for African American students. Explanations for the divergent experiences of the two minority groups on campus are discussed. © 2006 Copyright the Authors Journal compilation © 2006 Blackwell Publishing, Inc.",NA,Article,Final,Scopus
1020,"Swami, Viren",2009,Predictors of sociocultural adjustment among sojourning Malaysian students in Britain,International Journal of Psychology,44,4,266,273,10.1080/00207590801888745,"The process of cross-cultural migration may be particularly difficult for students traveling overseas for further or higher education, especially where qualitative differences exist between the home and host nations. The present study examined the sociocultural adjustment of sojourning Malaysian students in Britain. Eighty-one Malay and 110 Chinese students enrolled in various courses answered a self-report questionnaire that examined various aspects of sociocultural adjustment. A series of one-way analyses of variance showed that Malay participants experienced poorer sociocultural adjustment in comparison with their Chinese counterparts. They were also less likely than Chinese students to have contact with co-nationals and host nationals, more likely to perceive their actual experience in Britain as worse than they had expected, and more likely to perceive greater cultural distance and greater discrimination. The results of regression analyses showed that, for Malay participants, perceived discrimination accounted for the greatest proportion of variance in sociocultural adjustment (73%), followed by English language proficiency (10%) and contact with host nationals (4%). For Chinese participants, English language proficiency was the strongest predictor of sociocultural adjustment (54%), followed by expectations of life in Britain (18%) and contact with host nationals (3%). By contrast, participants' sex, age, and length of residence failed to emerge as significant predictors for either ethnic group. Possible explanations for this pattern of findings are discussed, including the effects of Islamophobia on Malay-Muslims in Britain, possible socioeconomic differences between Malay and Chinese students, and personality differences between the two ethnic groups. The results are further discussed in relation to practical steps that can be taken to improve the sociocultural adjustment of sojourning students in Britain. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",sociocultural adjustment; cross-cultural migration; students,Journal Article,NA,PsycInfo
1022,"Whitla D.K., Orfield G., Silen W., Teperow C., Howard C., Reede J.",2003,Educational benefits of diversity in medical school: A survey of students,Academic Medicine,78,5,460,466,10.1097/00001888-200305000-00007,"Purpose. Many U.S. medical schools have abandoned affirmative action, limiting the recruitment and reducing the admission of underrepresented minority (URM) students even though research supports the premise that the public benefits from an increase in URM physicians and that URM physicians are likely to serve minority, poor, and Medicaid populations. Faculty and students commonly assume they benefit from peer cultural exchange, and the published evidence for the past two decades supports this notion. This research examined the students' perceptions of the educational merits of a diverse student body by surveying medical students at two schools. Method. In 2000, medical students from all four years at Harvard Medical School and the University of California, San Francisco, School of Medicine were enrolled in a telephone survey about the relevance of racial diversity (among students) in their medical education. Students responded to the interviewer's questions on a five-point Likert-type scale. Results. Of the 55% of students who could be located, 97% responded to the survey. Students reported having little intercultural contact during their formative years but significantly more interactions during higher education years, especially in medical school. Students reported contacts with diverse peers greatly enhanced their educational experience. They strongly supported strengthening or maintaining current affirmative action policies in admissions. The responses and demography of the Harvard and UCSF students did not differ significantly, nor did they differ for majority students and URM students - all groups overwhelmingly thought that racial and ethnic diversity among their peers enhanced their education. Conclusions. Diversity in the student body enhanced the educational experiences of students in two U.S. medical schools.",NA,Conference Paper,Final,Scopus
1042,"Lopez, Gretchen E",2004,"Interethnic Contact, Curriculum, and Attitudes in the First Year of College",Journal of Social Issues,60,1,75,94,10.1111/j.0022-4537.2004.00100.x,"Since Brown v. Board of Education (1954), social scientists have argued that education is important to change in racial attitudes given opportunities for interethnic contact. Students today are presented, also, with opportunities for interethnic learning through curriculum and extracurricular programming. The importance of contact, curriculum, and residence hall programs for the attitudes of first-year college students from three ethnic groups was examined. Students (n = 791) completed surveys at the beginning and end of the year. Regressions tested the relationships of these first-year experiences to intergroup attitudes (awareness of ethnic inequality, support for policies addressing ethnic inequality) at the end of the first year, controlling for initial attitudes and background. Contact and curriculum were related to attitudes for European American students. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",interethnic contact & learning & attitudes; curriculum; first year college students; education; racial attitudes; extracurricular programming; intergroup attitudes; brown v. board of education,Journal Article,NA,PsycInfo
